stock_id,name,sector,risk_profile
INAF,Indofarma Tbk.,Healthcare,Tinggi
INAI,Indal Aluminium Industry Tbk.,Basic Materials,Sedang
INCF,Indo Komoditi Korpora Tbk.,Basic Materials,Tinggi
INCI,Intanwijaya Internasional Tbk,Basic Materials,Sedang
INCO,Vale Indonesia Tbk.,Basic Materials,Sedang
INDF,Indofood Sukses Makmur Tbk.,Consumer Non-Cyclicals,Rendah
INDO,Royalindo Investa Wijaya Tbk.,Properties and Real Estate,Tinggi
INDR,Indo-Rama Synthetics Tbk.,Consumer Cyclicals,Sedang
INDS,Indospring Tbk.,Consumer Cyclicals,Sedang
INDX,Tanah Laut Tbk,Industrials,Tinggi
INDY,Indika Energy Tbk.,Energy,Sedang
INET,Sinergi Inti Andalan Prima Tbk,Infrastructures,Tinggi
INKP,Indah Kiat Pulp & Paper Tbk.,Basic Materials,Sedang
INOV,Inocycle Technology Group Tbk.,Consumer Cyclicals,Sedang
INPC,Bank Artha Graha Internasional,Financials,Sedang
INPP,Indonesian Paradise Property T,Properties and Real Estate,Tinggi
INPS,Indah Prakasa Sentosa Tbk.,Energy,Tinggi
INRU,Toba Pulp Lestari Tbk.,Basic Materials,Sedang
INTA,Intraco Penta Tbk.,Industrials,Sedang
INTD,Inter Delta Tbk,Basic Materials,Tinggi
INTP,Indocement Tunggal Prakarsa Tb,Basic Materials,Sedang
IOTF,Sumber Sinergi Makmur Tbk.,Technology,Tinggi
IPAC,Era Graharealty Tbk.,Properties and Real Estate,Tinggi
IPCC,Indonesia Kendaraan Terminal T,Infrastructures,Sedang
IPCM,Jasa Armada Indonesia Tbk.,Infrastructures,Sedang
IPOL,Indopoly Swakarsa Industry Tbk,Basic Materials,Sedang
IPPE,Indo Pureco Pratama Tbk.,Consumer Non-Cyclicals,Tinggi
IPTV,MNC Vision Networks Tbk.,Consumer Cyclicals,Sedang
IRRA,Itama Ranoraya Tbk.,Healthcare,Sedang
IRSX,Aviana Sinar Abadi Tbk.,Technology,Tinggi
ISAP,Isra Presisi Indonesia Tbk.,Consumer Cyclicals,Tinggi
ISAT,Indosat Tbk.,Infrastructures,Sedang
ISEA,Indo American Seafoods Tbk.,Consumer Non-Cyclicals,Tinggi
ISSP,Steel Pipe Industry of Indones,Basic Materials,Sedang
ITIC,Indonesian Tobacco Tbk.,Consumer Non-Cyclicals,Sedang
ITMA,Sumber Energi Andalan Tbk.,Energy,Sedang
ITMG,Indo Tambangraya Megah Tbk.,Energy,Sedang
JARR,Jhonlin Agro Raya Tbk.,Consumer Non-Cyclicals,Tinggi
JAST,Jasnita Telekomindo Tbk.,Infrastructures,Tinggi
JATI,Informasi Teknologi Indonesia ,Technology,Tinggi
JAWA,Jaya Agra Wattie Tbk.,Consumer Non-Cyclicals,Tinggi
JAYA,Armada Berjaya Trans Tbk.,Transportation and Logistic,Tinggi
JECC,Jembo Cable Company Tbk.,Industrials,Sedang
JGLE,Graha Andrasentra Propertindo ,Consumer Cyclicals,Sedang
JIHD,Jakarta International Hotels &,Consumer Cyclicals,Sedang
JKON,Jaya Konstruksi Manggala Prata,Infrastructures,Sedang
JKSW,Jakarta Kyoei Steel Works Tbk.,Basic Materials,Rendah
JMAS,Asuransi Jiwa Syariah Jasa Mit,Financials,Tinggi
JPFA,Japfa Comfeed Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
JRPT,Jaya Real Property Tbk.,Properties and Real Estate,Rendah
JSKY,Sky Energy Indonesia Tbk.,Energy,Tinggi
JSMR,Jasa Marga (Persero) Tbk.,Infrastructures,Sedang
JSPT,Jakarta Setiabudi Internasiona,Consumer Cyclicals,Sedang
JTPE,Jasuindo Tiga Perkasa Tbk.,Industrials,Sedang
KAEF,Kimia Farma Tbk.,Healthcare,Sedang
KARW,Meratus Jasa Prima Tbk.,Infrastructures,Tinggi
KAYU,Darmi Bersaudara Tbk.,Basic Materials,Tinggi
KBAG,Karya Bersama Anugerah Tbk.,Properties and Real Estate,Sedang
KBLI,KMI Wire & Cable Tbk.,Industrials,Sedang
KBLM,Kabelindo Murni Tbk.,Industrials,Sedang
KBLV,First Media Tbk.,Infrastructures,Tinggi
KBRI,Kertas Basuki Rachmat Indonesi,Basic Materials,Rendah
KDSI,Kedawung Setia Industrial Tbk.,Basic Materials,Sedang
KDTN,Puri Sentul Permai Tbk.,Consumer Cyclicals,Sedang
KEEN,Kencana Energi Lestari Tbk.,Infrastructures,Sedang
KEJU,Mulia Boga Raya Tbk.,Consumer Non-Cyclicals,Sedang
KETR,Ketrosden Triasmitra Tbk.,Infrastructures,Sedang
KIAS,Keramika Indonesia Assosiasi T,Industrials,Sedang
KICI,Kedaung Indah Can Tbk,Consumer Cyclicals,Tinggi
KIJA,Kawasan Industri Jababeka Tbk.,Properties and Real Estate,Sedang
KING,Hoffmen Cleanindo Tbk.,Industrials,Sedang
KINO,Kino Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
KIOS,Kioson Komersial Indonesia Tbk,Technology,Tinggi
KJEN,Krida Jaringan Nusantara Tbk.,Transportation and Logistic,Tinggi
KKES,Kusuma Kemindo Sentosa Tbk.,Basic Materials,Sedang
KKGI,Resource Alam Indonesia Tbk.,Energy,Sedang
KLAS,Pelayaran Kurnia Lautan Semest,Transportation and Logistic,Tinggi
KLBF,Kalbe Farma Tbk.,Healthcare,Sedang
KLIN,Klinko Karya Imaji Tbk.,Consumer Cyclicals,Tinggi
KMDS,Kurniamitra Duta Sentosa Tbk.,Consumer Non-Cyclicals,Sedang
KMTR,Kirana Megatara Tbk.,Basic Materials,Sedang
KOBX,Kobexindo Tractors Tbk.,Industrials,Tinggi
KOCI,Kokoh Exa Nusantara Tbk.,Properties and Real Estate,Tinggi
KOIN,Kokoh Inti Arebama Tbk,Industrials,Tinggi
KOKA,Koka Indonesia Tbk.,Infrastructures,Tinggi
KONI,Perdana Bangun Pusaka Tbk,Industrials,Tinggi
KOPI,Mitra Energi Persada Tbk.,Energy,Sedang
KOTA,DMS Propertindo Tbk.,Consumer Cyclicals,Tinggi
KPAL,Steadfast Marine Tbk.,Industrials,Sedang
KPAS,Cottonindo Ariesta Tbk.,Consumer Non-Cyclicals,Sedang
KPIG,MNC Land Tbk.,Consumer Cyclicals,Sedang
KRAH,Grand Kartech Tbk.,Industrials,Sedang
KRAS,Krakatau Steel (Persero) Tbk.,Basic Materials,Sedang
KREN,Quantum Clovera Investama Tbk.,Technology,Tinggi
KRYA,Bangun Karya Perkasa Jaya Tbk.,Infrastructures,Tinggi
KSIX,Kentanix Supra International T,Properties and Real Estate,Tinggi
KUAS,Ace Oldfields Tbk.,Industrials,Sedang
LABA,Green Power Group Tbk.,Industrials,Tinggi
LABS,UBC Medical Indonesia Tbk.,Healthcare,Tinggi
LAJU,Jasa Berdikari Logistics Tbk.,Transportation and Logistic,Tinggi
LAND,Trimitra Propertindo Tbk.,Properties and Real Estate,Tinggi
LAPD,Leyand International Tbk.,Consumer Non-Cyclicals,Sedang
LCGP,Eureka Prima Jakarta Tbk.,Properties and Real Estate,Rendah
LCKM,LCK Global Kedaton Tbk.,Infrastructures,Sedang
LEAD,Logindo Samudramakmur Tbk.,Energy,Sedang
LFLO,Imago Mulia Persada Tbk.,Consumer Cyclicals,Tinggi
LIFE,MSIG Life Insurance Indonesia ,Financials,Sedang
LINK,Link Net Tbk.,Infrastructures,Sedang
LION,Lion Metal Works Tbk.,Industrials,Tinggi
LIVE,Homeco Victoria Makmur Tbk.,Consumer Cyclicals,Tinggi
LMAS,Limas Indonesia Makmur Tbk,Technology,Tinggi
LMAX,Lupromax Pelumas Indonesia Tbk,Consumer Cyclicals,Tinggi
LMPI,Langgeng Makmur Industri Tbk.,Consumer Cyclicals,Sedang
LMSH,Lionmesh Prima Tbk.,Basic Materials,Tinggi
LOPI,Logisticsplus International Tb,Transportation and Logistic,Tinggi
LPCK,Lippo Cikarang Tbk,Properties and Real Estate,Sedang
LPGI,Lippo General Insurance Tbk.,Financials,Sedang
LPIN,Multi Prima Sejahtera Tbk,Consumer Cyclicals,Tinggi
LPKR,Lippo Karawaci Tbk.,Properties and Real Estate,Sedang
LPLI,Star Pacific Tbk,Properties and Real Estate,Tinggi
LPPF,Matahari Department Store Tbk.,Consumer Cyclicals,Sedang
LPPS,Lenox Pasifik Investama Tbk.,Financials,Sedang
LRNA,Eka Sari Lorena Transport Tbk.,Transportation and Logistic,Tinggi
LSIP,PP London Sumatra Indonesia Tb,Consumer Non-Cyclicals,Sedang
LTLS,Lautan Luas Tbk.,Basic Materials,Sedang
LUCK,Sentral Mitra Informatika Tbk.,Technology,Tinggi
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclicals,Sedang
MABA,Marga Abhinaya Abadi Tbk.,Consumer Cyclicals,Rendah
MAGP,Multi Agro Gemilang Plantation,Consumer Non-Cyclicals,Rendah
MAHA,Mandiri Herindo Adiperkasa Tbk,Energy,Sedang
MAIN,Malindo Feedmill Tbk.,Consumer Non-Cyclicals,Sedang
MAMI,Mas Murni Indonesia Tbk,Consumer Cyclicals,Sedang
MANG,Manggung Polahraya Tbk.,Infrastructures,Tinggi
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclicals,Sedang
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclicals,Sedang
MAPI,Mitra Adiperkasa Tbk.,Consumer Cyclicals,Sedang
MARI,Mahaka Radio Integra Tbk.,Consumer Cyclicals,Sedang
MARK,Mark Dynamics Indonesia Tbk.,Industrials,Sedang
MASA,Multistrada Arah Sarana Tbk.,Consumer Cyclicals,Tinggi
MASB,Bank Multiarta Sentosa Tbk.,Financials,Rendah
MAXI,Maxindo Karya Anugerah Tbk.,Consumer Non-Cyclicals,Sedang
MAYA,Bank Mayapada Internasional Tb,Financials,Sedang
MBAP,Mitrabara Adiperdana Tbk.,Energy,Sedang
MBMA,Merdeka Battery Materials Tbk.,Basic Materials,Sedang
MBSS,Mitrabahtera Segara Sejati Tbk,Energy,Sedang
MBTO,Martina Berto Tbk.,Consumer Non-Cyclicals,Tinggi
MCAS,M Cash Integrasi Tbk.,Technology,Sedang
MCOL,Prima Andalan Mandiri Tbk.,Energy,Sedang
MCOR,Bank China Construction Bank I,Financials,Sedang
MDIA,Intermedia Capital Tbk.,Consumer Cyclicals,Sedang
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclicals,Sedang
MDKA,Merdeka Copper Gold Tbk.,Basic Materials,Sedang
MDKI,Emdeki Utama Tbk.,Basic Materials,Sedang
MDLN,Modernland Realty Tbk.,Properties and Real Estate,Sedang
MDRN,Modern Internasional Tbk.,Industrials,Tinggi
MEDC,Medco Energi Internasional Tbk,Energy,Sedang
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,Tinggi
MEGA,Bank Mega Tbk.,Financials,Sedang
MEJA,Harta Djaya Karya Tbk.,Consumer Cyclicals,Tinggi
MENN,Menn Teknologi Indonesia Tbk.,Technology,Tinggi
MERK,Merck Tbk.,Healthcare,Rendah
META,Nusantara Infrastructure Tbk.,Infrastructures,Sedang
MFIN,Mandala Multifinance Tbk.,Financials,Sedang
MFMI,Multifiling Mitra Indonesia Tb,Industrials,Tinggi
MGLV,Panca Anugrah Wisesa Tbk.,Consumer Cyclicals,Tinggi
MGNA,Magna Investama Mandiri Tbk.,Consumer Cyclicals,Sedang
MGRO,Mahkota Group Tbk.,Consumer Non-Cyclicals,Rendah
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,Tinggi
MICE,Multi Indocitra Tbk.,Consumer Cyclicals,Sedang
MIDI,Midi Utama Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare,Sedang
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclicals,Tinggi
MIRA,Mitra International Resources ,Transportation and Logistic,Tinggi
MITI,Mitra Investindo Tbk.,Transportation and Logistic,Tinggi
MKAP,Multikarya Asia Pasifik Raya T,Energy,Tinggi
MKNT,Mitra Komunikasi Nusantara Tbk,Consumer Cyclicals,Tinggi
MKPI,Metropolitan Kentjana Tbk.,Properties and Real Estate,Sedang
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Non-Cyclicals,Sedang
MLBI,Multi Bintang Indonesia Tbk.,Consumer Non-Cyclicals,Rendah
MLIA,Mulia Industrindo Tbk,Industrials,Sedang
MLPL,Multipolar Tbk.,Consumer Non-Cyclicals,Tinggi
MLPT,Multipolar Technology Tbk.,Technology,Tinggi
MMIX,Multi Medika Internasional Tbk,Healthcare,Tinggi
MMLP,Mega Manunggal Property Tbk.,Properties and Real Estate,Sedang
MNCN,Media Nusantara Citra Tbk.,Consumer Cyclicals,Sedang
MOLI,Madusari Murni Indah Tbk.,Basic Materials,Sedang
MORA,Mora Telematika Indonesia Tbk.,Infrastructures,Sedang
MPIX,Mitra Pedagang Indonesia Tbk.,Technology,Tinggi
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclicals,Sedang
MPOW,Megapower Makmur Tbk.,Infrastructures,Tinggi
MPPA,Matahari Putra Prima Tbk.,Consumer Non-Cyclicals,Tinggi
MPRO,Maha Properti Indonesia Tbk.,Properties and Real Estate,Tinggi
MPXL,MPX Logistics International Tb,Transportation and Logistic,Tinggi
MRAT,Mustika Ratu Tbk.,Consumer Non-Cyclicals,Sedang
MREI,Maskapai Reasuransi Indonesia ,Financials,Sedang
MSIE,Multisarana Intan Eduka Tbk.,Properties and Real Estate,Tinggi
MSIN,MNC Digital Entertainment Tbk.,Consumer Cyclicals,Sedang
MSJA,Multi Spunindo Jaya Tbk.,Consumer Non-Cyclicals,Sedang
MSKY,MNC Sky Vision Tbk.,Consumer Cyclicals,Tinggi
MSTI,Mastersystem Infotama Tbk.,Technology,Sedang
MTDL,Metrodata Electronics Tbk.,Technology,Sedang
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures,Rendah
MTFN,Capitalinc Investment Tbk.,Energy,Sedang
MTLA,Metropolitan Land Tbk.,Properties and Real Estate,Sedang
MTMH,Murni Sadar Tbk.,Healthcare,Sedang
MTPS,Meta Epsi Tbk.,Infrastructures,Tinggi
MTRA,Mitra Pemuda Tbk.,Infrastructures,Rendah
MTSM,Metro Realty Tbk.,Properties and Real Estate,Tinggi
MTWI,Malacca Trust Wuwungan Insuran,Financials,Tinggi
MUTU,Mutuagung Lestari Tbk.,Industrials,Tinggi
MYOH,Samindo Resources Tbk.,Energy,Sedang
MYOR,Mayora Indah Tbk.,Consumer Non-Cyclicals,Rendah
MYRX,Hanson International Tbk.,Properties and Real Estate,Rendah
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclicals,Tinggi
NAIK,Adiwarna Anugerah Abadi Tbk.,Industrials,Tinggi
NANO,Nanotech Indonesia Global Tbk.,Consumer Non-Cyclicals,Tinggi
NASA,Andalan Perkasa Abadi Tbk.,Properties and Real Estate,Tinggi
NASI,Wahana Inti Makmur Tbk.,Consumer Non-Cyclicals,Tinggi
NATO,Surya Permata Andalan Tbk.,Consumer Cyclicals,Sedang
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Non-Cyclicals,Tinggi
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,Sedang
NELY,Pelayaran Nelly Dwi Putri Tbk.,Transportation and Logistic,Sedang
NEST,Esta Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals,Tinggi
NFCX,NFC Indonesia Tbk.,Technology,Sedang
NICE,Adhi Kartiko Pratama Tbk.,Basic Materials,Tinggi
NICK,Charnic Capital Tbk.,Financials,Tinggi
NICL,PAM Mineral Tbk.,Basic Materials,Tinggi
NIKL,Pelat Timah Nusantara Tbk.,Basic Materials,Tinggi
NINE,Techno9 Indonesia Tbk.,Technology,Tinggi
NIPS,Nipress Tbk.,Consumer Cyclicals,Rendah
NIRO,City Retail Developments Tbk.,Properties and Real Estate,Sedang
NISP,Bank OCBC NISP Tbk.,Financials,Rendah
NOBU,Bank Nationalnobu Tbk.,Financials,Sedang
NPGF,Nusa Palapa Gemilang Tbk.,Basic Materials,Tinggi
NRCA,Nusa Raya Cipta Tbk.,Infrastructures,Sedang
NSSS,Nusantara Sawit Sejahtera Tbk.,Consumer Non-Cyclicals,Sedang
NTBK,Nusatama Berkah Tbk.,Industrials,Sedang
NUSA,Sinergi Megah Internusa Tbk.,Consumer Cyclicals,Sedang
NZIA,Nusantara Almazia Tbk.,Properties and Real Estate,Tinggi
OASA,Maharaksa Biru Energi Tbk.,Infrastructures,Tinggi
OBAT,Brigit Biofarmaka Teknologi Tb,Healthcare,Tinggi
OBMD,OBM Drilchem Tbk.,Basic Materials,Sedang
OCAP,Onix Capital Tbk.,Financials,Tinggi
OILS,Indo Oil Perkasa Tbk.,Consumer Non-Cyclicals,Tinggi
OKAS,Ancora Indonesia Resources Tbk,Basic Materials,Tinggi
OLIV,Oscar Mitra Sukses Sejahtera T,Consumer Cyclicals,Tinggi
OMED,Jayamas Medica Industri Tbk.,Healthcare,Sedang
OMRE,Indonesia Prima Property Tbk,Properties and Real Estate,Tinggi
OPMS,Optima Prima Metal Sinergi Tbk,Basic Materials,Tinggi
PACK,Abadi Nusantara Hijau Investam,Basic Materials,Tinggi
PADA,Personel Alih Daya Tbk.,Industrials,Tinggi
PADI,Minna Padi Investama Sekuritas,Financials,Tinggi
PALM,Provident Investasi Bersama Tb,Financials,Sedang
PAMG,Bima Sakti Pertiwi Tbk.,Properties and Real Estate,Tinggi
PANI,Pantai Indah Kapuk Dua Tbk.,Properties and Real Estate,Tinggi
PANR,Panorama Sentrawisata Tbk.,Consumer Cyclicals,Sedang
PANS,Panin Sekuritas Tbk.,Financials,Sedang
PART,Cipta Perdana Lancar Tbk.,Consumer Cyclicals,Tinggi
PBID,Panca Budi Idaman Tbk.,Basic Materials,Sedang
PBRX,Pan Brothers Tbk.,Consumer Cyclicals,Sedang
PBSA,Paramita Bangun Sarana Tbk.,Infrastructures,Sedang
PCAR,Prima Cakrawala Abadi Tbk.,Consumer Non-Cyclicals,Tinggi
PDES,Destinasi Tirta Nusantara Tbk,Consumer Cyclicals,Tinggi
PDPP,Primadaya Plastisindo Tbk.,Basic Materials,Sedang
PEGE,Panca Global Kapital Tbk.,Financials,Tinggi
PEHA,Phapros Tbk.,Healthcare,Sedang
PEVE,Penta Valent Tbk.,Healthcare,Sedang
PGAS,Perusahaan Gas Negara Tbk.,Energy,Sedang
PGEO,Pertamina Geothermal Energy Tb,Infrastructures,Sedang
PGJO,Tourindo Guide Indonesia Tbk.,Technology,Sedang
PGLI,Pembangunan Graha Lestari Inda,Consumer Cyclicals,Tinggi
PGUN,Pradiksi Gunatama Tbk.,Consumer Non-Cyclicals,Tinggi
PICO,Pelangi Indah Canindo Tbk,Basic Materials,Tinggi
PIPA,Multi Makmur Lemindo Tbk.,Industrials,Tinggi
PJAA,Pembangunan Jaya Ancol Tbk.,Consumer Cyclicals,Sedang
PKPK,Perdana Karya Perkasa Tbk,Energy,Tinggi
PLAN,Planet Properindo Jaya Tbk.,Consumer Cyclicals,Tinggi
PLAS,Polaris Investama Tbk,Financials,Rendah
PLIN,Plaza Indonesia Realty Tbk.,Properties and Real Estate,Sedang
PMJS,Putra Mandiri Jembar Tbk.,Consumer Cyclicals,Sedang
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Non-Cyclicals,Sedang
PNBN,Bank Pan Indonesia Tbk,Financials,Sedang
PNBS,Bank Panin Dubai Syariah Tbk.,Financials,Sedang
PNGO,Pinago Utama Tbk.,Consumer Non-Cyclicals,Sedang
PNIN,Paninvest Tbk.,Financials,Sedang
PNLF,Panin Financial Tbk.,Financials,Sedang
PNSE,Pudjiadi & Sons Tbk.,Consumer Cyclicals,Tinggi
POLA,Pool Advista Finance Tbk.,Financials,Tinggi
POLI,Pollux Hotels Group Tbk.,Properties and Real Estate,Tinggi
POLL,Pollux Properties Indonesia Tb,Properties and Real Estate,Tinggi
POLU,Golden Flower Tbk.,Consumer Cyclicals,Tinggi
POLY,Asia Pacific Fibers Tbk,Consumer Cyclicals,Sedang
POOL,Pool Advista Indonesia Tbk.,Financials,Sedang
PORT,Nusantara Pelabuhan Handal Tbk,Infrastructures,Tinggi
POSA,Bliss Properti Indonesia Tbk.,Properties and Real Estate,Sedang
POWR,Cikarang Listrindo Tbk.,Infrastructures,Rendah
PPGL,Prima Globalindo Logistik Tbk.,Transportation and Logistic,Sedang
PPRE,PP Presisi Tbk.,Infrastructures,Sedang
PPRI,Paperocks Indonesia Tbk.,Basic Materials,Tinggi
PPRO,PP Properti Tbk.,Properties and Real Estate,Sedang
PRAS,Prima Alloy Steel Universal Tb,Consumer Cyclicals,Sedang
PRAY,Famon Awal Bros Sedaya Tbk.,Healthcare,Sedang
PRDA,Prodia Widyahusada Tbk.,Healthcare,Sedang
PRIM,Royal Prima Tbk.,Healthcare,Tinggi
PSAB,J Resources Asia Pasifik Tbk.,Basic Materials,Sedang
PSDN,Prasidha Aneka Niaga Tbk,Consumer Non-Cyclicals,Tinggi
PSGO,Palma Serasih Tbk.,Consumer Non-Cyclicals,Sedang
PSKT,Red Planet Indonesia Tbk.,Consumer Cyclicals,Sedang
PSSI,IMC Pelita Logistik Tbk.,Energy,Sedang
PTBA,Bukit Asam Tbk.,Energy,Sedang
PTDU,Djasa Ubersakti Tbk.,Infrastructures,Tinggi
PTIS,Indo Straits Tbk.,Energy,Tinggi
PTMP,Mitra Pack Tbk.,Industrials,Tinggi
PTMR,Master Print Tbk.,Basic Materials,Sedang
PTPP,PP (Persero) Tbk.,Infrastructures,Sedang
PTPS,Pulau Subur Tbk.,Consumer Non-Cyclicals,Tinggi
PTPW,Pratama Widya Tbk.,Infrastructures,Sedang
PTRO,Petrosea Tbk.,Energy,Tinggi
PTSN,Sat Nusapersada Tbk,Technology,Sedang
PTSP,Pioneerindo Gourmet Internatio,Consumer Cyclicals,Tinggi
PUDP,Pudjiadi Prestige Tbk.,Properties and Real Estate,Tinggi
PURA,Putra Rajawali Kencana Tbk.,Transportation and Logistic,Tinggi
PURE,Trinitan Metals and Minerals T,Basic Materials,Tinggi
PURI,Puri Global Sukses Tbk.,Properties and Real Estate,Tinggi
PWON,Pakuwon Jati Tbk.,Properties and Real Estate,Sedang
PYFA,Pyridam Farma Tbk,Healthcare,Tinggi
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclicals,Sedang
RAAM,Tripar Multivision Plus Tbk.,Consumer Cyclicals,Tinggi
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclicals,Tinggi
RAJA,Rukun Raharja Tbk.,Energy,Sedang
RALS,Ramayana Lestari Sentosa Tbk.,Consumer Cyclicals,Sedang
RANC,Supra Boga Lestari Tbk.,Consumer Non-Cyclicals,Sedang
RATU,Raharja Energi Cepu Tbk.,Energy,Tinggi
RBMS,Ristia Bintang Mahkotasejati T,Properties and Real Estate,Tinggi
RCCC,Utama Radar Cahaya Tbk.,Transportation and Logistic,Tinggi
RDTX,Roda Vivatex Tbk,Properties and Real Estate,Sedang
REAL,Repower Asia Indonesia Tbk.,Properties and Real Estate,Tinggi
RELF,Graha Mitra Asia Tbk.,Properties and Real Estate,Tinggi
RELI,Reliance Sekuritas Indonesia T,Financials,Tinggi
RGAS,Kian Santang Muliatama Tbk.,Energy,Tinggi
RICY,Ricky Putra Globalindo Tbk,Consumer Cyclicals,Tinggi
RIGS,Rig Tenders Indonesia Tbk.,Energy,Sedang
RIMO,Rimo International Lestari Tbk,Properties and Real Estate,Rendah
RISE,Jaya Sukses Makmur Sentosa Tbk,Properties and Real Estate,Rendah
RMKE,RMK Energy Tbk.,Energy,Sedang
RMKO,Royaltama Mulia Kontraktorindo,Energy,Sedang
ROCK,Rockfields Properti Indonesia ,Properties and Real Estate,Tinggi
RODA,Pikko Land Development Tbk.,Properties and Real Estate,Tinggi
RONY,Aesler Grup Internasional Tbk.,Infrastructures,Tinggi
ROTI,Nippon Indosari Corpindo Tbk.,Consumer Non-Cyclicals,Rendah
RSCH,Charlie Hospital Semarang Tbk.,Healthcare,Sedang
RSGK,Kedoya Adyaraya Tbk.,Healthcare,Sedang
RUIS,Radiant Utama Interinsco Tbk.,Energy,Sedang
RUNS,Global Sukses Solusi Tbk.,Technology,Tinggi
SAFE,Steady Safe Tbk,Transportation and Logistic,Tinggi
SAGE,Saptausaha Gemilangindah Tbk.,Properties and Real Estate,Tinggi
SAME,Sarana Meditama Metropolitan T,Healthcare,Sedang
SAMF,Saraswanti Anugerah Makmur Tbk,Basic Materials,Sedang
SAPX,Satria Antaran Prima Tbk.,Transportation and Logistic,Tinggi
SATU,Kota Satu Properti Tbk.,Properties and Real Estate,Sedang
SBAT,Sejahtera Bintang Abadi Textil,Consumer Cyclicals,Tinggi
SBMA,Surya Biru Murni Acetylene Tbk,Basic Materials,Sedang
SCCO,Supreme Cable Manufacturing & ,Industrials,Tinggi
SCMA,Surya Citra Media Tbk.,Consumer Cyclicals,Sedang
SCNP,Selaras Citra Nusantara Perkas,Consumer Cyclicals,Sedang
SCPI,Organon Pharma Indonesia Tbk.,Healthcare,Tinggi
SDMU,Sidomulyo Selaras Tbk.,Transportation and Logistic,Tinggi
SDPC,Millennium Pharmacon Internati,Consumer Non-Cyclicals,Tinggi
SDRA,Bank Woori Saudara Indonesia 1,Financials,Sedang
SEMA,Semacom Integrated Tbk.,Energy,Sedang
SFAN,Surya Fajar Capital Tbk.,Financials,Rendah
SGER,Sumber Global Energy Tbk.,Energy,Tinggi
SGRO,Sampoerna Agro Tbk.,Consumer Non-Cyclicals,Rendah
SHID,Hotel Sahid Jaya International,Consumer Cyclicals,Sedang
SHIP,Sillo Maritime Perdana Tbk.,Energy,Sedang
SICO,Sigma Energy Compressindo Tbk.,Energy,Tinggi
SIDO,Industri Jamu dan Farmasi Sido,Healthcare,Rendah
SILO,Siloam International Hospitals,Healthcare,Sedang
SIMA,Siwani Makmur Tbk,Basic Materials,Sedang
SIMP,Salim Ivomas Pratama Tbk.,Consumer Non-Cyclicals,Sedang
SINI,Singaraja Putra Tbk.,Industrials,Tinggi
SIPD,Sreeya Sewu Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
SKBM,Sekar Bumi Tbk.,Consumer Non-Cyclicals,Tinggi
SKLT,Sekar Laut Tbk.,Consumer Non-Cyclicals,Tinggi
SKRN,Superkrane Mitra Utama Tbk.,Industrials,Sedang
SKYB,Northcliff Citranusa Indonesia,Technology,Tinggi
SLIS,Gaya Abadi Sempurna Tbk.,Consumer Cyclicals,Tinggi
SMAR,Smart Tbk.,Consumer Non-Cyclicals,Sedang
SMBR,Semen Baturaja Tbk.,Basic Materials,Sedang
SMCB,Solusi Bangun Indonesia Tbk.,Basic Materials,Sedang
SMDM,Suryamas Dutamakmur Tbk.,Properties and Real Estate,Tinggi
SMDR,Samudera Indonesia  Tbk.,Transportation and Logistic,Sedang
SMGA,Sumber Mineral Global Abadi Tb,Basic Materials,Tinggi
SMGR,Semen Indonesia (Persero) Tbk.,Basic Materials,Sedang
SMIL,Sarana Mitra Luas Tbk.,Industrials,Tinggi
SMKL,Satyamitra Kemas Lestari Tbk.,Basic Materials,Sedang
SMKM,Sumber Mas Konstruksi Tbk.,Infrastructures,Tinggi
SMLE,Sinergi Multi Lestarindo Tbk.,Basic Materials,Tinggi
SMMA,Sinarmas Multiartha Tbk.,Financials,Sedang
SMMT,Golden Eagle Energy Tbk.,Energy,Tinggi
SMRA,Summarecon Agung Tbk.,Properties and Real Estate,Sedang
SMRU,SMR Utama Tbk.,Energy,Rendah
SMSM,Selamat Sempurna Tbk.,Consumer Cyclicals,Sedang
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals,Tinggi
