stock_id,name,sector,avg_return_1m,volatility_1m,avg_return_3m,volatility_3m,avg_return_6m,volatility_6m,avg_return_1y,volatility_1y,risk_profile
RDTX,Roda Vivatex Tbk,Properties and Real Estate,-0.0017,0.0323,-0.0016,0.0269,-0.0,0.0218,0.0014,0.0259,Sedang
REAL,Repower Asia Indonesia Tbk.,Properties and Real Estate,-0.0013,0.1172,0.0015,0.1176,0.0154,0.1509,-0.002,0.1443,Tinggi
RELF,Graha Mitra Asia Tbk.,Properties and Real Estate,0.0079,0.1042,0.005,0.0878,0.0048,0.0834,-0.0057,0.0859,Tinggi
RELI,Reliance Sekuritas Indonesia T,Financials,0.0058,0.0505,0.001,0.0341,0.0011,0.0345,0.0014,0.0485,Tinggi
RGAS,Kian Santang Muliatama Tbk.,Energy,0.0025,0.0297,0.0024,0.0353,0.0022,0.0396,0.002,0.076,Tinggi
RICY,Ricky Putra Globalindo Tbk,Consumer Cyclicals,-0.0063,0.0268,-0.0004,0.0601,0.0054,0.1251,0.0017,0.0916,Tinggi
RIGS,Rig Tenders Indonesia Tbk.,Energy,-0.0023,0.0598,0.0042,0.0611,0.0037,0.0487,0.0023,0.0443,Sedang
RIMO,Rimo International Lestari Tbk,Properties and Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
RISE,Jaya Sukses Makmur Sentosa Tbk,Properties and Real Estate,0.0008,0.013,0.0018,0.0099,0.0011,0.009,0.0005,0.0093,Rendah
RMKE,RMK Energy Tbk.,Energy,-0.0003,0.0149,-0.0014,0.0223,0.0009,0.0252,-0.0017,0.0259,Sedang
RMKO,Royaltama Mulia Kontraktorindo,Energy,-0.0035,0.0338,-0.0058,0.0305,-0.0021,0.0308,-0.0037,0.0432,Sedang
ROCK,Rockfields Properti Indonesia ,Properties and Real Estate,0.0296,0.073,0.0186,0.0595,-0.0089,0.0518,-0.0028,0.0566,Tinggi
RODA,Pikko Land Development Tbk.,Properties and Real Estate,-0.0022,0.0659,-0.0003,0.0706,0.0105,0.0686,0.0006,0.075,Tinggi
RONY,Aesler Grup Internasional Tbk.,Infrastructures,0.0885,0.0291,0.0943,0.0489,0.0237,0.0669,0.0076,0.0933,Tinggi
ROTI,Nippon Indosari Corpindo Tbk.,Consumer Non-Cyclicals,-0.0015,0.0088,-0.0009,0.0081,-0.0013,0.0157,-0.0007,0.0179,Rendah
RSCH,Charlie Hospital Semarang Tbk.,Healthcare,-0.01,0.0237,-0.0034,0.0286,0.0008,0.0348,0.0029,0.051,Sedang
RSGK,Kedoya Adyaraya Tbk.,Healthcare,-0.0055,0.0418,-0.0001,0.0519,0.0005,0.0464,0.0001,0.0392,Sedang
RUIS,Radiant Utama Interinsco Tbk.,Energy,-0.0031,0.0141,-0.0016,0.0127,-0.0004,0.0159,0.0001,0.0377,Sedang
RUNS,Global Sukses Solusi Tbk.,Technology,-0.0011,0.0731,0.0031,0.0641,0.0024,0.0548,0.0009,0.0479,Tinggi
SAFE,Steady Safe Tbk,Transportation and Logistic,0.0115,0.1658,0.0002,0.1122,0.004,0.0852,0.0025,0.068,Tinggi
SAGE,Saptausaha Gemilangindah Tbk.,Properties and Real Estate,0.003,0.0811,-0.0006,0.0789,-0.0116,0.0912,-0.0116,0.0912,Tinggi
SAME,Sarana Meditama Metropolitan T,Healthcare,-0.0006,0.0369,-0.0,0.0361,0.0007,0.0362,-0.0006,0.0322,Sedang
SAMF,Saraswanti Anugerah Makmur Tbk,Basic Materials,0.0128,0.0606,0.0052,0.0439,0.004,0.0341,0.0021,0.0276,Sedang
SAPX,Satria Antaran Prima Tbk.,Transportation and Logistic,-0.0093,0.1875,-0.0047,0.1147,0.008,0.095,0.0047,0.082,Tinggi
SATU,Kota Satu Properti Tbk.,Properties and Real Estate,0.0053,0.0375,0.0039,0.0313,0.0032,0.0316,0.0073,0.0585,Sedang
SBAT,Sejahtera Bintang Abadi Textil,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.2059,0.7717,0.0477,0.5223,Tinggi
SBMA,Surya Biru Murni Acetylene Tbk,Basic Materials,-0.002,0.0134,-0.0011,0.0134,-0.0005,0.0292,-0.0006,0.0309,Sedang
SCCO,Supreme Cable Manufacturing & ,Industrials,-0.0014,0.0176,-0.0004,0.0153,0.0001,0.0178,-0.0023,0.048,Tinggi
SCMA,Surya Citra Media Tbk.,Consumer Cyclicals,0.0047,0.0559,0.0059,0.0424,0.0029,0.0361,0.0007,0.0318,Sedang
SCNP,Selaras Citra Nusantara Perkas,Consumer Cyclicals,-0.0062,0.0328,-0.0009,0.0444,0.0012,0.0598,0.0006,0.0628,Sedang
SCPI,Organon Pharma Indonesia Tbk.,Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,-3.2308,,Tinggi
SDMU,Sidomulyo Selaras Tbk.,Transportation and Logistic,-0.0014,0.0555,-0.0004,0.05,0.005,0.0554,-0.004,0.0666,Tinggi
SDPC,Millennium Pharmacon Internati,Consumer Non-Cyclicals,-0.0008,0.0144,0.0007,0.0455,0.0003,0.035,0.0007,0.0414,Tinggi
SDRA,Bank Woori Saudara Indonesia 1,Financials,-0.0055,0.0167,-0.0029,0.0127,-0.002,0.0115,-0.0016,0.0152,Sedang
SEMA,Semacom Integrated Tbk.,Energy,0.0069,0.1114,-0.0008,0.0628,-0.0014,0.0467,0.0016,0.0529,Sedang
SFAN,Surya Fajar Capital Tbk.,Financials,0.0004,0.0031,0.0002,0.0031,0.0002,0.0035,0.0002,0.0086,Rendah
SGER,Sumber Global Energy Tbk.,Energy,-0.0061,0.0247,-0.0013,0.0443,-0.0017,0.0447,0.0041,0.0483,Tinggi
SGRO,Sampoerna Agro Tbk.,Consumer Non-Cyclicals,-0.0007,0.022,0.0005,0.0193,0.0007,0.0161,0.0003,0.013,Rendah
SHID,Hotel Sahid Jaya International,Consumer Cyclicals,-0.0099,0.0379,-0.0045,0.0368,-0.0026,0.0331,-0.0025,0.0628,Sedang
SHIP,Sillo Maritime Perdana Tbk.,Energy,-0.0074,0.0348,0.0002,0.0415,0.0005,0.0399,-0.0002,0.0405,Sedang
SICO,Sigma Energy Compressindo Tbk.,Energy,-0.0015,0.024,0.001,0.0426,0.0014,0.0401,-0.0,0.0424,Tinggi
SIDO,Industri Jamu dan Farmasi Sido,Healthcare,-0.0009,0.0229,-0.0019,0.021,-0.0012,0.0193,-0.0002,0.022,Rendah
SILO,Siloam International Hospitals,Healthcare,-0.0015,0.0162,0.0006,0.0306,0.0016,0.0278,0.0017,0.0296,Sedang
SIMA,Siwani Makmur Tbk,Basic Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
SIMP,Salim Ivomas Pratama Tbk.,Consumer Non-Cyclicals,-0.0029,0.0146,-0.0007,0.0154,0.0006,0.0162,-0.0003,0.0144,Sedang
SINI,Singaraja Putra Tbk.,Industrials,-0.0282,0.0778,0.0027,0.0971,0.0127,0.0873,0.0041,0.0768,Tinggi
SIPD,Sreeya Sewu Indonesia Tbk.,Consumer Non-Cyclicals,-0.0013,0.0332,-0.0015,0.0324,0.0014,0.0386,0.0003,0.045,Sedang
SKBM,Sekar Bumi Tbk.,Consumer Non-Cyclicals,0.0098,0.1438,0.0086,0.1137,0.006,0.093,0.0035,0.0765,Tinggi
SKLT,Sekar Laut Tbk.,Consumer Non-Cyclicals,-0.002,0.0271,0.0017,0.0726,0.0048,0.0766,0.0017,0.0786,Tinggi
SKRN,Superkrane Mitra Utama Tbk.,Industrials,-0.001,0.0242,0.0032,0.0439,0.0028,0.0395,-0.0004,0.0493,Sedang
SKYB,Northcliff Citranusa Indonesia,Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tinggi
SLIS,Gaya Abadi Sempurna Tbk.,Consumer Cyclicals,0.0002,0.028,-0.0026,0.0229,-0.0007,0.0379,-0.0035,0.0579,Tinggi
SMAR,Smart Tbk.,Consumer Non-Cyclicals,-0.0023,0.0238,-0.0011,0.0222,0.0002,0.0213,-0.0005,0.0177,Sedang
SMBR,Semen Baturaja Tbk.,Basic Materials,-0.0047,0.0197,-0.0026,0.025,-0.0005,0.0363,-0.0018,0.0316,Sedang
SMCB,Solusi Bangun Indonesia Tbk.,Basic Materials,-0.0003,0.0194,-0.0,0.0261,-0.003,0.0402,-0.0016,0.0335,Sedang
SMDM,Suryamas Dutamakmur Tbk.,Properties and Real Estate,0.0064,0.0627,0.0034,0.038,0.0103,0.0458,0.0045,0.0336,Tinggi
SMDR,Samudera Indonesia  Tbk.,Transportation and Logistic,-0.0033,0.0167,-0.003,0.0219,0.0004,0.0311,-0.0006,0.0285,Sedang
SMGA,Sumber Mineral Global Abadi Tb,Basic Materials,-0.0036,0.0635,-0.0053,0.0438,-0.0017,0.0379,-0.0029,0.0612,Tinggi
SMGR,Semen Indonesia (Persero) Tbk.,Basic Materials,-0.004,0.0234,-0.0032,0.0245,-0.0023,0.0251,-0.0023,0.0214,Sedang
SMIL,Sarana Mitra Luas Tbk.,Industrials,-0.0183,0.0786,-0.0066,0.0566,0.0009,0.0544,0.0006,0.0513,Tinggi
SMKL,Satyamitra Kemas Lestari Tbk.,Basic Materials,0.0083,0.0934,0.0019,0.0616,0.0008,0.0446,-0.001,0.0384,Sedang
SMKM,Sumber Mas Konstruksi Tbk.,Infrastructures,-0.0146,0.0473,-0.0069,0.0419,0.0016,0.0463,-0.0009,0.0565,Tinggi
SMLE,Sinergi Multi Lestarindo Tbk.,Basic Materials,0.0024,0.051,0.0061,0.0754,0.005,0.0752,0.0019,0.0922,Tinggi
SMMA,Sinarmas Multiartha Tbk.,Financials,0.0027,0.0258,0.0013,0.0186,0.0007,0.0227,0.0016,0.0398,Sedang
SMMT,Golden Eagle Energy Tbk.,Energy,-0.003,0.0125,-0.0002,0.0366,-0.0001,0.0266,-0.001,0.0297,Tinggi
SMRA,Summarecon Agung Tbk.,Properties and Real Estate,-0.0057,0.0203,-0.0045,0.0264,-0.0004,0.026,-0.001,0.0258,Sedang
SMRU,SMR Utama Tbk.,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
SMSM,Selamat Sempurna Tbk.,Consumer Cyclicals,-0.0035,0.0147,-0.0019,0.0171,0.0006,0.0238,0.0001,0.0244,Sedang
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals,-0.0122,0.0765,0.0008,0.0527,0.0025,0.0545,-0.0005,0.0478,Tinggi
SOCI,Soechi Lines Tbk.,Energy,-0.003,0.0155,-0.0014,0.0191,-0.0005,0.0186,-0.0001,0.0275,Sedang
SOFA,Boston Furniture Industries Tb,Consumer Cyclicals,0.0031,0.122,0.0206,0.1102,0.0141,0.0931,0.0073,0.0808,Tinggi
SOHO,Soho Global Health Tbk.,Healthcare,0.0044,0.0442,0.0004,0.0325,0.0029,0.0385,0.0023,0.0351,Sedang
SOLA,Xolare RCR Energy Tbk.,Basic Materials,0.0,0.0,0.0018,0.0665,-0.006,0.1577,-0.006,0.1577,Tinggi
SONA,Sona Topas Tourism Industry Tb,Consumer Cyclicals,-0.0153,0.1436,0.0263,0.1594,0.0127,0.1274,0.0088,0.1102,Tinggi
SOSS,Shield On Service Tbk.,Industrials,-0.006,0.0717,0.0076,0.0948,0.0043,0.0725,0.0024,0.0607,Sedang
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals,0.0012,0.0361,0.0013,0.0578,0.0073,0.096,0.0057,0.1081,Tinggi
SOUL,Mitra Tirta Buwana Tbk.,Consumer Non-Cyclicals,-0.005,0.0798,0.0158,0.0942,0.0099,0.095,0.0053,0.0866,Tinggi
SPMA,Suparma Tbk.,Basic Materials,-0.0013,0.0109,-0.0003,0.0174,-0.0002,0.0177,-0.0013,0.0175,Sedang
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals,-0.0146,0.0594,-0.0058,0.0546,0.0023,0.0624,0.0023,0.0624,Tinggi
SPTO,Surya Pertiwi Tbk.,Industrials,0.002,0.0151,0.0033,0.0185,0.0028,0.0195,0.0012,0.0166,Sedang
SQMI,Wilton Makmur Indonesia Tbk.,Basic Materials,-0.0295,0.0453,-0.0048,0.0677,-0.0069,0.0651,-0.0027,0.062,Tinggi
SRAJ,Sejahteraraya Anugrahjaya Tbk.,Healthcare,-0.0051,0.0159,-0.001,0.0203,0.0026,0.0247,0.0068,0.0687,Tinggi
SRIL,Sri Rejeki Isman Tbk.,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
SRSN,Indo Acidatama Tbk,Basic Materials,0.0002,0.0229,-0.0019,0.0218,0.0002,0.0223,0.0009,0.0421,Sedang
SRTG,Saratoga Investama Sedaya Tbk.,Financials,-0.0149,0.0292,-0.004,0.0421,0.0024,0.0395,0.0008,0.0325,Sedang
SSIA,Surya Semesta Internusa Tbk.,Infrastructures,0.001,0.0487,-0.0031,0.0356,0.0006,0.0365,0.0033,0.0381,Sedang
SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Non-Cyclicals,0.0116,0.0538,0.0039,0.0433,0.0024,0.0363,0.001,0.0331,Sedang
SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclicals,0.0167,0.1616,0.0097,0.1322,-0.0023,0.1219,-0.0031,0.1214,Tinggi
STAA,Sumber Tani Agung Resources Tb,Consumer Non-Cyclicals,-0.0005,0.0135,-0.0,0.0165,0.0011,0.0161,0.0001,0.0164,Sedang
STAR,Buana Artha Anugerah Tbk.,Financials,0.0,0.0,0.0,0.0,0.0041,0.0975,-0.0062,0.0559,Sedang
STRK,Lovina Beach Brewery Tbk.,Consumer Non-Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045,0.1555,Tinggi
STTP,Siantar Top Tbk.,Consumer Non-Cyclicals,0.0012,0.0471,-0.0014,0.0392,0.0029,0.0451,0.0021,0.0455,Sedang
SUGI,Sugih Energy Tbk.,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
SULI,SLJ Global Tbk.,Basic Materials,-0.0028,0.029,-0.0006,0.058,-0.0002,0.0641,0.0008,0.0671,Sedang
SUNI,Sunindo Pratama Tbk.,Energy,-0.0003,0.0205,0.0037,0.0421,0.0031,0.0485,0.004,0.0433,Sedang
SUPR,Solusi Tunas Pratama Tbk.,Infrastructures,0.0,0.0,0.0,0.0,0.0238,0.0413,0.0265,0.0381,Sedang
SURE,Super Energy Tbk.,Energy,0.0123,0.0802,0.0039,0.0624,0.0036,0.0474,0.0035,0.0441,Sedang
SURI,Maja Agung Latexindo Tbk.,Healthcare,0.0036,0.0716,-0.0092,0.0677,-0.0106,0.0861,-0.0004,0.0991,Tinggi
SWAT,Sriwahana Adityakarta Tbk.,Basic Materials,-0.0224,0.0742,0.005,0.0835,-0.0048,0.0896,-0.0034,0.0839,Tinggi
SWID,Saraswanti Indoland Developmen,Consumer Cyclicals,-0.0035,0.0198,-0.003,0.0266,0.0002,0.0288,0.0003,0.0465,Sedang
TALF,Tunas Alfin Tbk.,Basic Materials,0.0006,0.035,-0.0005,0.0381,0.0007,0.0364,0.0009,0.0476,Tinggi
TAMA,Lancartama Sejati Tbk.,Infrastructures,0.0562,0.0697,0.0216,0.0801,0.0212,0.0963,0.003,0.0897,Tinggi
TAMU,Pelayaran Tamarin Samudra Tbk.,Energy,-0.0036,0.0785,-0.0021,0.0778,0.0129,0.1041,0.0103,0.1101,Sedang
TAPG,Triputra Agro Persada Tbk.,Consumer Non-Cyclicals,-0.0034,0.0239,0.0004,0.024,0.0032,0.0243,0.0019,0.0245,Sedang
TARA,Agung Semesta Sejahtera Tbk.,Properties and Real Estate,0.0128,0.118,0.0055,0.1066,0.0148,0.1473,0.008,0.1362,Sedang
TAXI,Express Transindo Utama Tbk.,Transportation and Logistic,-0.0132,0.1822,0.0292,0.1983,0.0597,0.3781,0.0336,0.3461,Tinggi
TAYS,Jaya Swarasa Agung Tbk.,Consumer Non-Cyclicals,-0.0077,0.0269,-0.0048,0.0525,-0.002,0.0722,-0.0007,0.0589,Tinggi
TBIG,Tower Bersama Infrastructure T,Infrastructures,0.002,0.0246,0.001,0.019,0.0004,0.0183,0.0003,0.0182,Sedang
TBLA,Tunas Baru Lampung Tbk.,Consumer Non-Cyclicals,-0.0018,0.0129,0.0003,0.023,0.0011,0.0231,-0.0003,0.0216,Sedang
TBMS,Tembaga Mulia Semanan Tbk.,Basic Materials,-0.0001,0.0256,0.0011,0.0227,0.0007,0.0236,0.0016,0.0426,Sedang
TCID,Mandom Indonesia Tbk.,Consumer Non-Cyclicals,-0.0014,0.0379,-0.0015,0.0301,-0.001,0.0281,-0.0011,0.0258,Rendah
TCPI,Transcoal Pacific Tbk.,Energy,-0.0036,0.0191,-0.0003,0.0192,-0.0014,0.0202,-0.0002,0.0259,Sedang
TDPM,Tianrong Chemicals Industry Tb,Basic Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
TEBE,Dana Brata Luhur Tbk.,Energy,-0.0023,0.008,-0.0012,0.0132,-0.0004,0.0154,-0.0004,0.0142,Sedang
TECH,Indosterling Technomedia Tbk.,Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tinggi
TELE,Omni Inovasi Indonesia Tbk.,Consumer Cyclicals,0.0056,0.1156,0.0155,0.1204,0.0237,0.2173,0.0025,0.1991,Tinggi
TFAS,Telefast Indonesia Tbk.,Technology,-0.0053,0.0167,-0.001,0.0541,0.0,0.0792,-0.0065,0.0814,Tinggi
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclicals,-0.0607,0.0542,-0.0607,0.0542,-0.0516,0.0511,-0.02,0.0472,Tinggi
TGKA,Tigaraksa Satria Tbk.,Consumer Non-Cyclicals,-0.0008,0.022,-0.0,0.0238,0.0002,0.0229,0.0001,0.0284,Sedang
TGRA,Terregra Asia Energy Tbk.,Infrastructures,0.0416,0.0947,0.0126,0.0866,0.0188,0.0881,0.0038,0.0884,Tinggi
TGUK,Platinum Wahab Nusantara Tbk.,Consumer Non-Cyclicals,0.0,0.0,-0.0048,0.0473,-0.011,0.0922,0.0007,0.0911,Tinggi
TIFA,KDB Tifa Finance Tbk.,Financials,-0.009,,-0.0089,0.0001,0.0178,0.047,0.0047,0.0446,Sedang
TINS,Timah Tbk.,Basic Materials,-0.0039,0.0301,0.0011,0.0382,0.0015,0.0333,0.001,0.039,Sedang
TIRA,Tira Austenite Tbk,Industrials,0.001,0.0771,0.0035,0.062,0.0031,0.0631,0.0025,0.0633,Sedang
TIRT,Tirta Mahakam Resources Tbk,Basic Materials,0.0015,0.13,0.006,0.1138,0.013,0.1039,0.0045,0.103,Tinggi
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Basic Materials,-0.0026,0.0149,-0.0024,0.0177,-0.0015,0.0194,0.0,0.0254,Sedang
TLDN,Teladan Prima Agro Tbk.,Consumer Non-Cyclicals,-0.0004,0.016,0.0021,0.0301,0.0015,0.0229,0.0007,0.0183,Rendah
TLKM,Telkom Indonesia (Persero) Tbk,Infrastructures,-0.0008,0.023,-0.0014,0.02,-0.0004,0.0193,-0.0008,0.017,Rendah
TMAS,Temas Tbk.,Transportation and Logistic,-0.0013,0.0264,-0.0014,0.0219,-0.0007,0.0223,-0.0017,0.0353,Tinggi
TMPO,Tempo Intimedia Tbk.,Consumer Cyclicals,-0.0118,0.0637,0.0028,0.1003,0.0112,0.1084,0.0045,0.0822,Tinggi
TNCA,Trimuda Nuansa Citra Tbk.,Transportation and Logistic,-0.0143,0.0336,-0.0081,0.0928,0.003,0.0862,0.0012,0.077,Tinggi
TOBA,TBS Energi Utama Tbk.,Energy,-0.0073,0.0235,-0.0037,0.0487,0.0039,0.0495,0.0006,0.0449,Sedang
TOOL,Rohartindo Nusantara Luas Tbk.,Consumer Cyclicals,0.003,0.0201,-0.0003,0.0202,-0.002,0.0323,0.0,0.0417,Sedang
TOPS,Totalindo Eka Persada Tbk.,Infrastructures,0.0,0.0,0.0,0.0,0.1548,0.7609,-0.001,0.4211,Tinggi
TOSK,Topindo Solusi Komunika Tbk.,Technology,-0.0182,0.0494,0.0005,0.0956,0.0018,0.0905,-0.0007,0.0996,Tinggi
TOTL,Total Bangun Persada Tbk.,Infrastructures,-0.0042,0.0161,0.0003,0.0328,0.0028,0.0345,0.0024,0.0282,Sedang
TOTO,Surya Toto Indonesia Tbk.,Industrials,-0.0012,0.0116,0.0009,0.0215,0.0015,0.022,0.0004,0.0194,Sedang
TOWR,Sarana Menara Nusantara Tbk.,Infrastructures,-0.0019,0.032,-0.0028,0.0243,-0.0007,0.0225,-0.001,0.0218,Sedang
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclicals,0.0,0.0,0.0,0.0,-0.0545,0.1283,-0.0405,0.1132,Tinggi
TPIA,Chandra Asri Pacific Tbk.,Basic Materials,-0.0059,0.0217,-0.0023,0.0365,0.0,0.0312,0.0046,0.0447,Sedang
TPMA,Trans Power Marine Tbk.,Energy,-0.0011,0.022,-0.0013,0.0251,0.0002,0.0276,0.0017,0.0313,Sedang
TRAM,Trada Alam Minera Tbk.,Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
TRGU,Cerestar Indonesia Tbk.,Consumer Non-Cyclicals,-0.0017,0.0161,-0.0003,0.0173,0.003,0.0444,0.0003,0.0376,Sedang
TRIL,Triwira Insanlestari Tbk.,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
TRIM,Trimegah Sekuritas Indonesia T,Financials,-0.001,0.034,0.0041,0.0305,0.0028,0.0287,0.0019,0.0279,Sedang
TRIN,Perintis Triniti Properti Tbk.,Properties and Real Estate,-0.0039,0.0265,-0.0026,0.0286,-0.0,0.0347,-0.0006,0.0582,Tinggi
TRIO,Trikomsel Oke Tbk.,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
TRIS,Trisula International Tbk.,Consumer Cyclicals,-0.0015,0.0185,-0.0014,0.0162,0.0006,0.021,0.0004,0.045,Tinggi
TRJA,Transkon Jaya Tbk.,Transportation and Logistic,-0.0035,0.0222,-0.0019,0.0248,-0.0005,0.0221,-0.0013,0.0274,Sedang
TRON,Teknologi Karya Digital Nusa T,Technology,0.0041,0.0563,0.0099,0.0934,0.0009,0.0892,0.0004,0.0767,Tinggi
TRST,Trias Sentosa Tbk.,Basic Materials,0.0081,0.0496,0.003,0.0337,0.0025,0.0349,0.0002,0.0441,Sedang
TRUE,Triniti Dinamik Tbk.,Properties and Real Estate,-0.0108,0.0586,-0.0064,0.0555,0.0033,0.0715,-0.0076,0.0789,Tinggi
TRUK,Guna Timur Raya Tbk.,Transportation and Logistic,0.0085,0.0323,0.0012,0.0446,0.0025,0.0645,0.0017,0.0542,Sedang
TRUS,Trust Finance Indonesia Tbk,Financials,0.0311,0.1594,0.0123,0.0975,0.0069,0.0772,0.0038,0.0616,Tinggi
TSPC,Tempo Scan Pacific Tbk.,Healthcare,-0.0006,0.0113,-0.0007,0.0144,0.002,0.0233,0.0015,0.0207,Sedang
TUGU,Asuransi Tugu Pratama Indonesi,Financials,-0.0023,0.0114,-0.0025,0.014,-0.0001,0.0184,-0.0003,0.0206,Sedang
TYRE,King Tire Indonesia Tbk.,Consumer Cyclicals,0.0001,0.0116,-0.0003,0.0185,0.0002,0.0321,0.0012,0.0389,Sedang
UANG,Pakuan Tbk.,Properties and Real Estate,-0.0576,0.056,-0.0118,0.0493,0.0014,0.0772,0.0041,0.0873,Tinggi
UCID,Uni-Charm Indonesia Tbk.,Consumer Non-Cyclicals,-0.0024,0.0176,-0.0045,0.0181,-0.0001,0.0193,-0.0013,0.0175,Rendah
UDNG,Agro Bahari Nusantara Tbk.,Consumer Non-Cyclicals,-0.0019,0.0552,-0.003,0.0516,-0.0015,0.0605,-0.001,0.0686,Tinggi
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclicals,-0.0089,0.0334,0.0005,0.0503,0.0024,0.0395,0.0011,0.0373,Tinggi
ULTJ,Ultrajaya Milk Industry & Trad,Consumer Non-Cyclicals,-0.004,0.0228,-0.0013,0.0196,-0.0006,0.0201,-0.0003,0.0211,Rendah
UNIC,Unggul Indah Cahaya Tbk.,Basic Materials,-0.0002,0.0182,-0.0,0.0203,0.0005,0.0192,-0.0,0.019,Sedang
UNIQ,Ulima Nitra Tbk.,Energy,-0.0012,0.0421,-0.001,0.0495,0.002,0.0434,0.0046,0.0571,Tinggi
UNIT,Nusantara Inti Corpora Tbk,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
UNSP,Bakrie Sumatera Plantations Tb,Consumer Non-Cyclicals,-0.0005,0.068,0.0055,0.0504,0.005,0.0422,0.0004,0.0335,Sedang
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclicals,-0.0061,0.0181,-0.0041,0.0635,-0.0018,0.0483,-0.0052,0.0524,Sedang
UNTR,United Tractors Tbk.,Industrials,-0.004,0.0191,-0.0001,0.0155,0.0007,0.0153,0.0005,0.0158,Sedang
UNVR,Unilever Indonesia Tbk.,Consumer Non-Cyclicals,-0.004,0.0225,-0.0026,0.0247,-0.0021,0.0247,-0.0023,0.0225,Sedang
URBN,Urban Jakarta Propertindo Tbk.,Properties and Real Estate,-0.003,0.0296,-0.0016,0.0427,0.0016,0.0633,0.0012,0.0589,Sedang
UVCR,Trimegah Karya Pratama Tbk.,Technology,-0.011,0.0411,-0.0037,0.0659,-0.0025,0.0577,-0.0019,0.0543,Tinggi
VAST,Vastland Indonesia Tbk.,Properties and Real Estate,-0.0005,0.0238,0.0005,0.0253,0.0001,0.0286,0.0009,0.0415,Sedang
VERN,Verona Indah Pictures Tbk.,Consumer Cyclicals,-0.001,0.0507,-0.0088,0.0566,-0.0088,0.0566,-0.0088,0.0566,Tinggi
VICI,Victoria Care Indonesia Tbk.,Consumer Non-Cyclicals,-0.0003,0.012,-0.0005,0.0121,-0.0002,0.0119,0.0008,0.0165,Sedang
VICO,Victoria Investama Tbk.,Financials,-0.0012,0.063,0.0048,0.0604,0.0069,0.0626,0.001,0.0583,Tinggi
VINS,Victoria Insurance Tbk.,Financials,-0.0017,0.0223,-0.0004,0.0338,-0.0,0.0572,0.0033,0.0939,Tinggi
VISI,Satu Visi Putra Tbk.,Industrials,0.0034,0.0671,-0.0016,0.084,-0.0009,0.0818,0.0028,0.0818,Tinggi
VIVA,Visi Media Asia Tbk.,Consumer Cyclicals,0.1171,0.0298,0.1171,0.0298,0.0345,0.1651,-0.0218,0.1327,Sedang
VKTR,VKTR Teknologi Mobilitas Tbk.,Consumer Cyclicals,-0.0027,0.0291,-0.0002,0.0376,0.0016,0.0677,0.0011,0.0565,Tinggi
VOKS,Voksel Electric Tbk.,Industrials,0.0002,0.1157,0.0022,0.104,0.0044,0.0865,0.0024,0.065,Sedang
VRNA,Mizuho Leasing Indonesia Tbk.,Financials,-0.0032,0.0148,-0.0008,0.0198,-0.0001,0.024,-0.0,0.0272,Tinggi
VTNY,Venteny Fortuna International ,Financials,-0.0122,0.0686,0.0039,0.0534,0.0005,0.0468,0.0003,0.0589,Tinggi
WAPO,Wahana Pronatural Tbk.,Consumer Non-Cyclicals,0.0204,0.1005,0.0069,0.0661,0.0029,0.0526,0.002,0.0618,Tinggi
WEGE,Wijaya Karya Bangunan Gedung T,Infrastructures,-0.006,0.0328,-0.0042,0.0254,-0.0,0.0478,-0.001,0.0415,Sedang
WEHA,WEHA Transportasi Indonesia Tb,Transportation and Logistic,-0.0025,0.0204,-0.0015,0.023,0.001,0.0255,-0.0001,0.0328,Sedang
WGSH,Wira Global Solusi Tbk.,Technology,0.0033,0.0372,0.0017,0.0323,0.0049,0.04,-0.0005,0.0525,Sedang
