timestamp,open,high,low,close,volume
2023-02-27,100,108,93,93,667191300
2023-02-28,121,121,98,110,161703700
2023-03-01,163,163,114,127,616358700
2023-03-02,152,170,152,167,183133100
2023-03-03,142,142,142,142,3038000
2023-03-06,150,157,133,133,356386200
2023-03-07,140,156,140,152,121149800
2023-03-08,144,149,131,131,38028700
2023-03-09,147,151,138,144,107602300
2023-03-10,143,177,137,147,304524200
2023-03-13,134,148,133,143,303113500
2023-03-14,125,135,125,134,161626500
2023-03-15,131,134,118,123,111237200
2023-03-16,135,137,126,131,326452200
2023-03-17,126,144,126,144,282457800
2023-03-20,118,124,118,121,67308800
2023-03-21,119,123,110,117,132303500
2023-03-24,121,124,117,119,34380000
2023-03-27,128,132,120,121,125680500
2023-03-28,129,133,125,130,83491900
2023-03-29,125,130,124,129,40319300
2023-03-30,117,143,117,125,172950500
2023-03-31,109,117,109,115,78486500
2023-04-03,121,124,102,102,160294800
2023-04-04,115,126,113,120,215253400
2023-04-05,109,125,107,125,214239200
2023-04-06,102,110,102,110,142524100
2023-04-10,95,102,95,101,72121700
2023-04-11,89,101,89,89,121386400
2023-04-12,83,88,83,84,22997800
2023-04-13,83,89,78,79,169268900
2023-04-14,78,86,78,83,57400100
2023-04-17,74,82,73,82,19964000
2023-04-18,69,75,69,69,20415600
2023-04-26,77,80,65,68,172308300
2023-04-27,77,81,72,78,101624800
2023-04-28,81,84,75,77,142070100
2023-05-02,79,85,76,82,128096900
2023-05-03,80,84,78,79,44949200
2023-05-04,80,84,78,80,84286800
2023-05-05,80,86,76,80,177606500
2023-05-08,90,98,80,81,577945900
2023-05-09,94,98,87,92,232431800
2023-05-10,100,103,92,95,274750700
2023-05-11,100,104,95,101,338569300
2023-05-12,95,105,95,100,241663400
2023-05-15,90,100,89,96,505472000
2023-05-16,85,93,84,89,404761200
2023-05-17,80,88,80,85,293988300
2023-05-19,75,92,75,77,1027213000
2023-05-22,76,81,72,75,550799700
2023-05-23,73,79,73,76,214060600
2023-05-24,73,76,70,74,168098400
2023-05-25,73,75,72,73,26441300
2023-05-26,71,77,71,73,295387200
2023-05-29,67,74,67,68,262226500
2023-05-30,63,72,63,66,187130000
2023-05-31,59,66,59,59,260332700
2023-06-05,51,58,51,53,89336300
2023-06-06,51,54,50,51,130872500
2023-06-07,50,56,50,55,503239500
2023-06-08,51,51,50,51,19521200
2023-06-09,50,54,50,51,215497300
2023-06-12,50,51,50,51,13321100
2023-06-13,50,51,50,50,4133300
2023-06-14,50,50,50,50,406300
2023-06-15,50,50,50,50,680900
2023-06-16,50,50,50,50,245300
2023-06-19,50,50,50,50,200000
2023-06-20,50,50,50,50,6000
2023-06-21,50,50,50,50,54800
2023-06-22,50,50,50,50,65200
2023-06-23,50,50,50,50,41700
2023-06-26,50,50,50,50,38700
2023-06-27,50,50,50,50,16800
2023-07-03,50,50,50,50,33700
2023-07-04,50,50,50,50,370700
2023-07-05,50,50,50,50,7094200
2023-07-06,50,50,50,50,194900
2023-07-07,50,50,50,50,137600
2023-07-10,50,50,50,50,111700
2023-07-11,50,50,50,50,40100
2023-07-12,50,50,50,50,57000
2023-07-13,50,50,50,50,19900
2023-07-14,50,50,50,50,18100
2023-07-17,50,50,50,50,80600
2023-07-18,50,50,50,50,18500
2023-07-20,50,50,50,50,126900
2023-07-21,50,50,50,50,18600
2023-07-24,50,50,50,50,502900
2023-07-25,50,50,50,50,332600
2023-07-26,50,50,50,50,69000
2023-07-27,50,50,50,50,49400
2023-07-28,50,50,50,50,215500
2023-07-31,50,50,50,50,21895600
2023-08-01,50,50,50,50,33800
2023-08-02,50,50,50,50,325500
2023-08-03,50,50,50,50,43500
2023-08-04,50,50,50,50,40600
2023-08-07,50,50,50,50,132000
2023-08-08,50,50,50,50,106500
2023-08-09,50,50,50,50,27500
2023-08-10,50,50,50,50,34800
2023-08-11,50,50,50,50,9900
2023-08-14,50,50,50,50,9100
2023-08-15,50,50,50,50,388900
2023-08-16,50,50,50,50,14500
2023-08-18,50,50,50,50,11400
2023-08-21,50,50,50,50,17900
2023-08-22,50,50,50,50,7000
2023-08-23,50,50,50,50,49600
2023-08-24,50,50,50,50,114600
2023-08-25,50,50,50,50,12100
2023-08-28,50,50,50,50,27400
2023-08-29,50,50,50,50,22200
2023-08-30,50,50,50,50,3200
2023-08-31,50,50,50,50,4100
2023-09-01,50,50,50,50,7800
2023-09-04,50,50,50,50,3200
2023-09-05,50,50,50,50,53200
2023-09-06,50,50,50,50,44900
2023-09-07,50,50,50,50,13800
2023-09-08,50,50,50,50,20200
2023-09-11,50,50,50,50,10500
2023-09-12,50,50,50,50,7800
2023-09-13,50,50,50,50,16000
2023-09-14,50,50,50,50,3700
2023-09-15,50,50,50,50,26100
2023-09-18,50,50,50,50,22800
2023-09-19,51,55,50,50,56802900
2023-09-20,50,52,50,52,29887800
2023-09-21,51,52,50,50,14445900
2023-09-22,51,52,50,51,24320400
2023-09-25,51,59,50,51,141484900
2023-09-26,50,52,50,51,26911400
2023-09-27,51,53,50,50,78219700
2023-09-29,51,52,50,51,26540100
2023-10-02,51,52,50,51,9759300
2023-10-03,50,52,50,51,14085400
2023-10-04,50,51,50,50,13868800
2023-10-05,50,51,50,50,1570800
2023-10-06,50,50,50,50,614300
2023-10-09,50,50,50,50,317100
2023-10-10,50,50,50,50,1059300
2023-10-11,50,50,50,50,192300
2023-10-12,50,50,50,50,352000
2023-10-13,50,50,50,50,128500
2023-10-16,50,55,50,50,81963900
2023-10-17,50,53,50,50,43423400
2023-10-18,50,51,50,50,9536500
2023-10-19,50,50,50,50,452200
2023-10-20,50,50,50,50,714500
2023-10-23,50,50,50,50,451000
2023-10-24,50,50,50,50,1296600
2023-10-25,50,50,50,50,152500
2023-10-26,50,50,50,50,184900
2023-10-27,50,50,50,50,449200
2023-10-30,50,50,50,50,562300
2023-10-31,50,50,50,50,39900
2023-11-01,50,50,50,50,112300
2023-11-02,50,50,50,50,38300
2023-11-03,50,50,50,50,89000
2023-11-06,50,50,50,50,9900
2023-11-07,50,50,50,50,292100
2023-11-08,50,50,50,50,14900
2023-11-09,50,50,50,50,280700
2023-11-10,50,50,50,50,27200
2023-11-13,50,50,50,50,25500
2023-11-14,50,50,50,50,63200
2023-11-15,50,50,50,50,22700
2023-11-16,50,50,50,50,9200
2023-11-17,50,50,50,50,2353300
2023-11-20,50,58,50,50,262654700
2023-11-21,67,67,50,50,933095300
2023-11-22,66,80,50,80,1086826300
2023-11-23,60,77,59,66,816268900
2023-11-24,50,66,50,60,670901800
2023-11-27,50,50,50,50,14470600
2023-11-28,50,50,50,50,1166500
