timestamp,open,high,low,close,volume
2019-01-01,480,480,480,480,0
2019-01-02,462,480,422,442,8000
2019-01-03,550,575,482,482,46300
2019-01-04,530,550,480,550,77600
2019-01-07,530,580,420,580,36000
2019-01-08,460,560,460,530,55200
2019-01-09,530,550,460,460,3300
2019-01-10,505,530,432,530,12000
2019-01-11,450,530,450,530,15100
2019-01-14,486,500,470,470,11800
2019-01-15,486,486,486,486,0
2019-01-16,505,540,505,530,400
2019-01-17,505,505,505,505,0
2019-01-18,505,505,505,505,0
2019-01-21,520,625,505,515,8900
2019-01-22,525,630,498,505,19000
2019-01-23,500,595,446,525,9900
2019-01-24,420,492,420,456,42500
2019-01-25,374,420,342,420,16700
2019-01-28,374,400,304,374,15900
2019-01-29,314,372,314,372,26800
2019-01-30,284,314,284,314,3400
2019-01-31,268,284,264,284,1700
2019-02-01,334,334,268,268,31000
2019-02-04,416,416,356,356,30400
2019-02-05,416,416,416,416,0
2019-02-06,490,520,450,500,104300
2019-02-07,458,472,440,472,22300
2019-02-08,466,470,458,458,3400
2019-02-11,464,464,464,464,500
2019-02-12,462,462,462,462,500
2019-02-13,444,550,444,462,8200
2019-02-14,498,498,442,444,4600
2019-02-15,398,505,398,505,7400
2019-02-18,486,496,392,496,21000
2019-02-19,438,505,368,505,10500
2019-02-20,386,438,360,438,31200
2019-02-21,386,386,386,386,0
2019-02-22,386,386,386,386,0
2019-02-25,408,410,406,406,5000
2019-02-26,408,408,408,408,0
2019-02-27,408,408,408,408,0
2019-02-28,342,344,342,344,14600
2019-03-01,342,342,260,342,4300
2019-03-04,308,342,282,342,13600
2019-03-05,310,320,310,320,600
2019-03-06,344,350,240,240,9500
2019-03-07,344,344,344,344,0
2019-03-08,330,330,328,330,600
2019-03-11,330,330,330,330,0
2019-03-12,328,342,328,340,1200
2019-03-13,340,356,314,336,1600
2019-03-14,340,340,340,340,0
2019-03-15,310,326,310,326,2000
2019-03-18,332,332,300,300,7500
2019-03-19,330,332,330,332,300
2019-03-20,330,330,330,330,0
2019-03-21,358,366,280,326,14500
2019-03-22,378,380,378,380,400
2019-03-25,290,376,290,376,1100
2019-03-26,310,320,310,320,5000
2019-03-27,292,294,292,294,1100
2019-03-28,300,300,300,300,700
2019-03-29,320,320,320,320,300
2019-04-01,320,320,320,320,0
2019-04-02,320,320,320,320,0
2019-04-03,320,320,320,320,0
2019-04-04,314,314,294,294,600
2019-04-05,298,298,298,298,800
2019-04-08,284,294,284,294,300
2019-04-09,300,300,300,300,100
2019-04-10,300,300,300,300,0
2019-04-11,286,286,282,282,600
2019-04-12,276,276,276,276,300
2019-04-15,270,320,262,262,1700
2019-04-16,282,282,272,272,600
2019-04-17,282,282,282,282,0
2019-04-18,270,280,260,260,2500
2019-04-19,270,270,270,270,0
2019-04-22,278,278,278,278,300
2019-04-23,272,272,262,262,200
2019-04-24,318,318,272,272,1100
2019-04-25,318,318,264,280,4600
2019-04-26,274,274,268,268,400
2019-04-29,274,300,274,300,900
2019-04-30,214,214,214,214,200
2019-05-01,214,214,214,214,0
2019-05-02,214,214,214,214,0
2019-05-03,266,266,250,250,1300
2019-05-06,268,316,268,312,46300
2019-05-07,270,272,270,270,30000
2019-05-08,310,310,282,282,13000
2019-05-09,318,320,306,306,4600
2019-05-10,320,320,318,318,50600
2019-05-13,300,300,300,300,2300
2019-05-14,300,300,300,300,600
2019-05-15,300,300,300,300,0
2019-05-16,300,300,300,300,0
2019-05-17,282,292,282,292,500
2019-05-20,282,282,282,282,0
2019-05-21,282,282,282,282,0
2019-05-22,282,282,282,282,0
2019-05-23,214,214,214,214,100
2019-05-24,264,264,220,222,12400
2019-05-27,244,328,222,328,19100
2019-05-28,298,298,246,246,8000
2019-05-29,356,370,298,298,4600
2019-05-30,356,356,356,356,0
2019-05-31,360,442,356,356,2700
2019-06-03,360,360,360,360,0
2019-06-04,360,360,360,360,0
2019-06-05,360,360,360,360,0
2019-06-06,360,360,360,360,0
2019-06-07,360,360,360,360,0
2019-06-10,304,450,280,360,16900
2019-06-11,292,292,290,290,300
2019-06-12,294,294,292,294,2000
2019-06-13,284,360,222,222,31000
2019-06-14,338,338,252,252,500
2019-06-17,372,372,338,338,43700
2019-06-18,436,460,372,372,16800
2019-06-19,430,430,328,430,8200
2019-06-20,500,530,428,428,2200
2019-06-21,376,550,376,550,7500
2019-06-24,376,378,376,376,2900
2019-06-25,448,458,376,376,1200
2019-06-26,382,520,376,520,4100
2019-06-27,382,382,382,382,100
2019-06-28,330,330,290,290,200
2019-07-01,352,352,340,340,3100
2019-07-02,352,352,352,352,0
2019-07-03,380,398,354,354,2700
2019-07-04,380,380,380,380,0
2019-07-05,390,390,390,390,100
2019-07-08,390,390,390,390,0
2019-07-09,370,376,370,376,700
2019-07-10,370,380,370,380,300
2019-07-11,390,390,368,368,72000
2019-07-12,330,340,310,340,300
2019-07-15,330,412,330,330,18400
2019-07-16,330,350,330,330,3200
2019-07-17,330,330,330,330,900
2019-07-18,330,330,330,330,0
2019-07-19,330,330,330,330,5400
2019-07-22,320,410,300,350,25700
2019-07-23,370,380,302,302,7500
2019-07-24,430,450,368,368,12100
2019-07-25,374,450,340,430,42600
2019-07-26,450,460,376,376,6500
2019-07-29,440,440,440,440,500
2019-07-30,420,436,344,436,14500
2019-07-31,386,520,382,410,13900
2019-08-01,430,430,386,386,24400
2019-08-02,480,480,430,430,144800
2019-08-05,478,585,400,480,25800
2019-08-06,470,478,470,478,1300
2019-08-07,486,535,486,494,5400
2019-08-08,484,505,484,505,600
2019-08-09,422,484,422,470,46400
2019-08-12,438,444,422,422,23600
2019-08-13,460,488,460,488,1100
2019-08-14,480,490,448,480,254200
2019-08-15,484,484,484,484,100
2019-08-16,486,486,486,486,400
2019-08-19,490,490,474,474,27100
2019-08-20,500,500,472,490,1200
2019-08-21,595,595,468,468,21200
2019-08-22,540,600,500,600,23900
2019-08-23,540,540,470,470,4700
2019-08-26,540,540,498,498,87500
2019-08-27,670,670,472,560,3800
2019-08-28,670,670,670,670,0
2019-08-29,580,800,530,660,9500
2019-08-30,580,620,580,620,8200
2019-09-02,580,580,580,580,0
2019-09-03,525,525,515,515,300
2019-09-04,525,550,525,550,200
2019-09-05,525,525,525,525,1400
2019-09-06,555,555,555,555,400
2019-09-09,600,600,555,555,1100
2019-09-10,540,600,540,600,8500
2019-09-11,630,630,540,540,79800
2019-09-12,630,630,630,630,0
2019-09-13,630,630,630,630,0
2019-09-16,625,625,476,476,5700
2019-09-17,640,675,640,675,200
2019-09-18,670,745,670,745,2100
2019-09-19,690,720,505,720,4900
2019-09-20,680,740,530,740,10200
2019-09-23,730,730,730,730,100
2019-09-24,725,780,725,780,1200
2019-09-25,775,775,775,775,100
2019-09-26,720,775,720,775,700
2019-09-27,720,720,720,720,0
2019-09-30,840,900,730,770,2700
2019-10-01,790,1045,650,890,14200
2019-10-02,810,840,775,840,400
2019-10-03,805,900,805,900,200
2019-10-04,850,850,790,790,200
2019-10-07,850,850,850,850,100
2019-10-08,840,900,840,900,1500
2019-10-09,700,1045,700,1045,12200
2019-10-10,580,725,550,700,2900
2019-10-11,710,710,585,585,900
2019-10-14,740,750,700,710,2400
2019-10-15,720,750,580,750,5000
2019-10-16,655,725,620,720,20800
2019-10-17,655,655,655,655,1800
2019-10-18,630,755,630,630,24800
2019-10-21,700,755,700,755,1300
2019-10-22,700,745,700,745,1200
2019-10-23,700,700,700,700,0
2019-10-24,610,650,610,610,6700
2019-10-25,610,610,610,610,1200
2019-10-28,695,695,600,600,6200
2019-10-29,605,745,600,695,4700
2019-10-30,630,660,605,605,500
2019-10-31,610,610,610,610,2400
2019-11-01,650,650,650,650,100
2019-11-04,610,615,600,600,1800
2019-11-05,740,745,610,610,3900
2019-11-06,650,740,650,740,1700
2019-11-07,660,660,650,650,800
2019-11-08,700,700,640,640,14500
2019-11-11,700,700,700,700,0
2019-11-12,700,700,700,700,0
2019-11-13,650,650,650,650,100
2019-11-14,650,650,650,650,0
2019-11-15,650,650,650,650,0
2019-11-18,650,650,650,650,0
2019-11-19,650,650,650,650,0
2019-11-20,650,650,650,650,0
2019-11-21,500,500,500,500,300
2019-11-22,505,505,505,505,200
2019-11-25,600,600,600,600,1000
2019-11-26,660,660,600,600,2600
2019-11-27,740,820,625,740,10400
2019-11-28,740,740,600,740,2200
2019-11-29,740,740,740,740,0
2019-12-02,740,740,740,740,0
2019-12-03,740,740,740,740,0
2019-12-04,740,740,740,740,0
2019-12-05,740,740,740,740,0
2019-12-06,740,740,740,740,0
2019-12-09,740,740,740,740,0
2019-12-10,740,740,740,740,0
2019-12-11,740,740,740,740,0
2019-12-12,740,740,740,740,0
2019-12-13,740,740,740,740,0
2019-12-16,630,630,630,630,1400
2019-12-17,630,630,476,476,1100
2019-12-18,580,580,580,580,100
2019-12-19,590,720,590,590,4000
2019-12-20,730,730,730,730,100
2019-12-23,650,650,650,650,700
2019-12-26,650,650,650,650,0
2019-12-27,650,650,650,650,0
2019-12-30,630,640,630,640,3700
2020-01-02,630,630,630,630,0
2020-01-03,630,630,630,630,0
2020-01-06,630,630,630,630,0
2020-01-07,620,620,620,620,10100
2020-01-08,700,700,700,700,13300
2020-01-09,710,710,700,700,9000
2020-01-10,710,710,710,710,0
2020-01-13,710,710,710,710,0
2020-01-14,710,710,710,710,0
2020-01-15,710,710,710,710,0
2020-01-16,710,710,710,710,0
2020-01-17,710,710,710,710,0
2020-01-20,650,760,610,660,3900
2020-01-21,650,650,650,650,0
2020-01-22,650,650,600,600,700
2020-01-23,630,630,630,630,1000
2020-01-24,580,580,580,580,400
2020-01-27,600,600,580,580,4000
2020-01-28,600,600,600,600,0
2020-01-29,600,600,600,600,0
2020-01-30,600,600,600,600,0
2020-01-31,600,600,600,600,0
2020-02-03,600,600,600,600,0
2020-02-04,600,600,600,600,0
2020-02-05,600,600,600,600,0
2020-02-06,600,600,600,600,0
2020-02-07,600,600,600,600,0
2020-02-10,600,600,600,600,0
2020-02-11,600,600,600,600,0
2020-02-12,600,600,600,600,0
2020-02-13,600,600,600,600,500
2020-02-14,600,600,600,600,0
2020-02-17,600,600,600,600,0
2020-02-18,600,600,600,600,0
2020-02-19,600,600,600,600,0
2020-02-20,600,600,600,600,0
2020-02-21,600,600,600,600,0
2020-02-24,600,600,600,600,0
2020-02-25,600,600,600,600,0
2020-02-26,600,600,600,600,0
2020-02-27,600,600,600,600,0
2020-02-28,600,600,600,600,0
2020-03-02,600,600,600,600,0
2020-03-03,600,610,600,610,14500
2020-03-04,600,600,600,600,0
2020-03-05,600,600,600,600,0
